sku,qty,est_cost,supplier,day_generated
SUNLIGHT 175G PURE SOAP YELLOW,66,3761.51991991992,UNILEVER KENYA LIMITED,7
MAYERS 500ML STILL MINERAL WATER,65,2489.178812655528,MALACHITE LIMITED,7
KIRICHWA 2KG ICE CUBES,65,10400.0,KIRICHWA WATER LIMITED,7
SPRITE SODA PET 2LTS,65,8010.128950036205,COCA COLA BEVERAGES KENYA LTD,7
BROOKSIDE 1L NATURAL LALA BOTTLE,65,8580.054794520549,BROOKSIDE DAIRY LIMITED,7
SMIRNOFF 330ML PINEAPPLE PUNCH ICE CAN,64,10346.909342192692,UDV KENYA LIMITED,7
MR.BERRYS KING KUBWA XXL STRAWBERRY LOLLIPOP,63,829.0011976047905,MZURI SWEETS LIMITED,7
BIO 200ML GREEK STYLE YOGHURT VANILLA,62,8543.714814814815,BIO FOOD PRODUCTS LTD,7
FANTA BLACK CURRANT 350ML PET,62,2409.846969195098,COCA COLA BEVERAGES KENYA LTD,7
SNICKERS 40G SINGLE CHOCO BAR,62,8131.851728553136,RADBONE CLARK LIMITED MARS,7
CARTOONS 30G TANGY TOMATO CRISPS,62,2792.1619596541786,PROPACK KENYA LTD,7
AQUAMIST 5LT MINERAL WATER,62,10615.731195538512,AQUAMIST LIMITED,7
FANTA BLACKCURRANT PET 2LTS,62,7579.88869804191,COCA COLA BEVERAGES KENYA LTD,7
OREO 55.2G ORIGINAL COOKIES,61,3353.2446358091142,HASBAH KENYA LTD CADBURY,7
VELVEX SNOW WHITE 10 PACK,61,22312.640723981902,CHANDARIA INDUSTRIES  LTD,7
PILSNER 500ML LAGER BEER,61,10199.2,KENYA BREWERIES LTD,7
BIO 150ML BERRY COCKTAIL YOGHURT,60,5351.7232897770955,BIO FOOD PRODUCTS LTD,7
KRAC KURLS 25G TANGY CHEESE,60,1876.296943231441,PROPACK KENYA LTD,7
ROTHMANS SWITCH BLUE 20S,58,16936.036781609193,NOBLE OUTLOOK LIMITED,7
BROOKSIDE 500G SALTED BUTTER,57,34252.0678288431,BROOKSIDE DAIRY LIMITED,7
ISINYA 12S EGGS,56,11297.153682167407,ISINYA FEEDS LIMITED,7
PICK N PEEL 250ML ORANGE JUICE,56,4240.307599396076,KEVIAN KENYA LTD,7
MR.BERRYS KING KUBWA XXL PASSION LOLLIPOP,56,742.8260211800302,MZURI SWEETS LIMITED,7
FELIX 85G CAT CHICKEN,55,8380.014833127321,MERIT AFRICA LTD,7
FC 100G (30D) COLLAR BACON,55,7892.313224131043,FARMERS CHOICE LTD,7
HEINEKEN 500ML CAN BEER,55,12523.373134328358,KENYA WINE AGENCIES KWAL,7
BIO 90ML NATURAL Y0GHURT,53,3349.6000000000004,BIO FOOD PRODUCTS LTD,7
PICK N PEEL 1L ORANGE JUICE,53,13852.933850797757,KEVIAN KENYA LTD,7
FC 500G (14D) FRESH SAFARI BEEF SAUSAGE,52,15233.281618887015,FARMERS CHOICE LTD,7
PICK N PEEL 1LT APPLE,52,10755.784840323202,KEVIAN KENYA LTD,7
KRAC KURLS 25G CHILLI LEMON,52,1625.979194368401,PROPACK KENYA LTD,7
DAIMA 500ML NATURAL PROBIOTIC CUP,51,4832.1832460732985,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,7
FANTA PASSION PET 2LTS,51,6230.956727119359,COCA COLA BEVERAGES KENYA LTD,7
MENENGAI CREAM 800G SOAP,50,6554.596774193548,MENENGAI O REFINERIES LTD,7
BIO 150ML MANGO YOGHURT,49,4640.393869731801,BIO FOOD PRODUCTS LTD,7
LYONS 60ML TOFF N CHOCO W NUTS STICKLINE,49,2694.071578947369,RAZCO LTD,7
ROYCO 4G 40S BEEF CUBES,49,5379.294419030192,UNILEVER KENYA LIMITED,7
KCC 500ML FILPACK MALA,48,2491.331904983698,NEW KENYA COOP CREAMERIES  LTD,7
FANTA PASSION 500ML PET,47,2501.0036295951604,COCA COLA BEVERAGES KENYA LTD,7
OREO 31.3G ENROBED,47,2406.1812136325852,HASBAH KENYA LTD CADBURY,7
BLUE BAND 500G MED FAT SPREAD,46,10102.428577498795,SUPER SAVERS DISTRIBUTION LTD,7
DL 70ML MINI FIESTA CLASSIC,45,2485.506646971935,GLACIER PRODUCTS LTD G P,7
GREEN FARM 30S Y/YORK EGGS,45,20164.37253960634,GREEN FARM POULTRY,7
MINUTE MAID 400ML APPLE JUICE,45,2841.986535473848,COCA COLA BEVERAGES KENYA LTD,7
FESTIVE TORTILLA WRAP 8 INCH,45,9880.734939759037,DPL FESTIVE  LIMITED,7
MARS SINGLE BARS 40G,44,6186.317570252626,RADBONE CLARK LIMITED MARS,7
SOFTLEAF 10S VIRGIN TOILET PAPER,44,15201.550136686716,KAPA OIL REFINERIES LTD,7
SAVANA DRY PREMIUM CIDER 340ML,44,9973.660268317853,KENYA WINE AGENCIES KWAL,7
FC 200G (30D) FRESH SANDWICH HAM,44,10336.241666666667,FARMERS CHOICE LTD,7
KNORR 51G 6S BEEF CUBES,44,3302.047798742138,UNILEVER KENYA LIMITED,7
BLUE BAND 1KG MED FAT SPREAD,43,16464.663715521387,SUPER SAVERS DISTRIBUTION LTD,7
URBAN STIX 35G THAI SWEET CHILLI SNACKS,43,1204.0,NORDA INDUSTRIES LTD.,7
FC 200G (30D) FRESH STREAKY BACON,43,15275.482066869303,FARMERS CHOICE LTD,7
MR BERRYS TOOGOODY TOFFEE BARS,43,344.93209144792553,MZURI SWEETS LIMITED,7
PICK N PEEL 1LT TROPICAL MIX,43,8951.502213848327,KEVIAN KENYA LTD,7
OREO 26.25G ORIGINAL,42,1487.6689655172415,HASBAH KENYA LTD CADBURY,7
KETEPA 500G FAHARI YA KENYA,42,8128.943416181915,KENYA TEA PACKERS KETEPA,7
MINUTE MAID 1L APPLE JUICE,42,4843.849137931034,COCA COLA BEVERAGES KENYA LTD,7
BIO 90ML VANILLA,42,2654.4,BIO FOOD PRODUCTS LTD,7
MILL BAKERS 300G  ENGLISH MUFFINS,42,4435.200000000001,MILL BAKERS LIMITED,7
BROOKSIDE 250ML VANILLA,42,2306.202609188883,BROOKSIDE DAIRY LIMITED,7
MAYERS 750ML GLASS SPARKLING WATER,41,3247.2000000000003,MALACHITE LIMITED,7
MAYERS 750ML GLASS SPARKLING EMPTY BOTTLE,41,3116.0,MALACHITE LIMITED,7
MACCOFFEE 15G WHITE 3 IN 1 COFFEE,41,652.830017055145,CHANDARIA INDUSTRIES LTD MACCOFFEE,7
STIMOROL 14G 10S WILD BERRY,41,2132.1386473429952,HASBAH KENYA LTD CADBURY,7
DL 70ML MINI FIESTA CARAMEL N NUTS,41,2264.195499738357,GLACIER PRODUCTS LTD G P,7
FC 1KG (14D) FRESH PORK VALUE PACK,41,22996.73340095087,FARMERS CHOICE LTD,7
HANAN 10PK TISSUE PAPER,41,14478.622475570033,ZENKO KENYA LIMITED,7
LAKI LAKI 150ML GREEK YOGHURT NATURAL,40,3680.0,LAKI LAKI LIMITED,7
QUENCHER 18L MIN WATER PET,40,16272.864127345083,EXCEL CHEMICALS LTD,7
JIAN 30 PACK YELLOW YOLK EGGS,40,15723.982641041537,JIAN CEREALS DEPOT,7
BROOKSIDE 1LT NATURAL YOGHURT,40,7200.0,BROOKSIDE DAIRY LIMITED,7
URBAN STIX 35G KUKU CHOMA SNACK,39,1092.0371649791543,NORDA INDUSTRIES LTD.,7
BALOZI 500ML BEER,39,6484.668904109588,KENYA BREWERIES LTD,7
KABARNET 500ML MINERAL WATER,39,843.7940425531915,KHETIA DRAPERS LTD,7
OREO 128G ORIGINAL,39,4834.88,HASBAH KENYA LTD CADBURY,7
TENA 100S SERVIETTES WHITE,39,3108.194594594596,AFRICAN COTTON INDUSTRIES LTD,7
BROOKSIDE 250G SALTED BUTTER,39,13187.814150417831,BROOKSIDE DAIRY LIMITED,7
BROOKSIDE 250ML STRAWBERRY,39,2140.374362165526,BROOKSIDE DAIRY LIMITED,7
FELIX 85G CAT BEEF,38,5893.480949623625,MERIT AFRICA LTD,7
BROOKSIDE 250G NATURAL PROBIOTIC YOGHURT,38,2824.0864378165447,BROOKSIDE DAIRY LIMITED,7
FC 125G (30D) FRESH NYAMABITE,38,2800.5126964933493,FARMERS CHOICE LTD,7
FC 500G (14D) FRESH CLASSIC PORK SAUSAGE,38,11186.476621058893,FARMERS CHOICE LTD,7
DELAMERE 250ML PREM WILD BERRIES YOG CUP,38,2632.981634615385,BROOKSIDE DAIRY LIMITED,7
KRACKLES CURLS 15G CHEESY,38,608.0161788185205,PROPACK KENYA LTD,7
KABARNET 500ML SPARKLING WATER,37,1450.4,KHETIA DRAPERS LTD,7
OXYRICH 1L SPRING WATER,37,1379.830083925113,AQUAMIST LIMITED,7
CADBURY 90G DRINKING CHOCOLATE SACHET,37,3135.188412794206,HASBAH KENYA LTD CADBURY,7
ZESTA 100G BI-CARBONATE OF SODA,37,651.2192332683562,TRUFOODS LIMITED T F,7
BROOKSIDE 450G NATURAL PROBIOTIC YOGHURT,37,4690.27120743034,BROOKSIDE DAIRY LIMITED,7
LEADAV YELLOW YOLK EGGS 30PACK TRAY,36,14055.021024258762,LEADAV POULTRY FARM LTD,7
BROOKSIDE 1L SWEETEND LALA BOTTLE,36,5155.200000000001,BROOKSIDE DAIRY LIMITED,7
FC 1KG (14D) BEEF VALUE SAUSAGES,36,20483.711830388693,FARMERS CHOICE LTD,7
KRAC KURLS 25G TOMATO,35,1094.273432835821,PROPACK KENYA LTD,7
QUENCHER 10LT MINERAL WATER PET,35,8372.0,EXCEL CHEMICALS LTD,7
BIO 500ML COOKING CREAM LONG LIFE,35,9875.571514063437,BIO FOOD PRODUCTS LTD,7
FAY TOILET PAPER WHITE 10S,35,12884.569847856157,KIM FAY EAST AFRICA LTD,7
CHROME 250ML VODKA,34,6893.810844892812,UDV KENYA LIMITED,7
NEPTUNE 10S BLENDED TOILET PAPER,34,10008.876595744683,KAPA OIL REFINERIES LTD,7
ILARA 1LT MAZIWA LALA  PLASTIC BOTTLE,34,4542.4,BROOKSIDE DAIRY LIMITED,7
SPRITE 300ML,34,1088.0,COCA COLA BEVERAGES KENYA LTD,7
SPRITE 300ML EMPTY BOTTLE,34,408.0,COCA COLA BEVERAGES KENYA LTD,7
QUENCHER LIFE 5LT PREMIUM DRINKING WATER,34,6074.566254071662,EXCEL CHEMICALS LTD,7
STREPSILS REGULAR 2S,34,1224.0,HARLEYS LTD,7
CADBURY 80G DAIRY MILK,34,7077.022894168467,HASBAH KENYA LTD CADBURY,7
AQUAMIST 20LT MINERAL WATER EMPTY BOTTLE,34,25977.363397876332,AQUAMIST LIMITED,7
BROWNS 250G GREEK YOGHURT,34,7696.397146932953,SUNPOWER PRODUCTS LTD,7
BROOKSIDE 450ML NATURAL YOGHURT CUP,34,4594.108631578948,BROOKSIDE DAIRY LIMITED,7
SIRIMON 250G CHEDDAR CHEESE,33,13335.749416342414,MORANI LIMITED,7
SOFTLEAF TWIN SERVIETTES,33,4977.918419195485,KAPA OIL REFINERIES LTD,7
ALWAYS 14S MAXI THICK EX/LONG DAY/NIGHT,33,5193.639751552796,HASBAH KENYA LTD P AND G,7
KENYLON 420G CHICK PEAS,33,4698.236756756757,TRUFOODS LIMITED T F,7
FC 400G (30D) FRESH STREAKY BACON,33,21103.383850931677,FARMERS CHOICE LTD,7
TOILEX WHITE 10S,32,9446.870444104135,CHANDARIA INDUSTRIES  LTD,7
FC 200G (14D) FRESH PORK CHIPOLATA,32,5718.323129718599,FARMERS CHOICE LTD,7
AQUAMIST 19L DISPOSABLE WATER,32,14491.635530085961,AQUAMIST LIMITED,7
MANJI 45G MILKSTAR BISCUITS,32,1759.0791532113385,MANJI FOOD INDUSTRIES LTD,7
BIO ACTIVE 350ML BLKBRRY N RSPBRRY YOG DRINK,32,3954.8156156156156,BIO FOOD PRODUCTS LTD,7
KNORR 51G 6S BEEF CHILLI CUBES,32,2412.5660215053763,UNILEVER KENYA LIMITED,7
FELIX 85G CAT SALMON,32,4868.229113067029,MERIT AFRICA LTD,7
CADBURY 80G DAIRY MILK WHOLE NUT,32,6614.213519813519,HASBAH KENYA LTD CADBURY,7
HANAN FLUSHABLE WATER WIPES 72PCS,31,4444.460095173352,ZENKO KENYA LIMITED,7
CADBURY 28G BUBBLY CHOCOLATE,31,2425.621854780734,HASBAH KENYA LTD CADBURY,7
TROP HEAT 18G SAFARI CHEESE,31,496.0,TROPICAL HEAT LTD,7
FELIX 85G CAT TROUT,31,4543.469411764707,MERIT AFRICA LTD,7
TROP HEAT 50G CHEVDA ORIGINAL,31,1539.5278490566038,TROPICAL HEAT LTD,7
MINUTE MAID 400ML TROPICAL JUICE,31,1926.8752429118774,COCA COLA BEVERAGES KENYA LTD,7
FESTIVE 400G POUNDCAKE SLICED VANILLA,31,4364.8,DPL FESTIVE  LIMITED,7
CADBURY 32G DAIRY MILK CHOCOLATE,31,3306.9979766536967,HASBAH KENYA LTD CADBURY,7
MINUTE MAID 1L TROPICAL JUICE,31,3624.5967988865696,COCA COLA BEVERAGES KENYA LTD,7
SIRIMON 250G EVERYDAY CHEESE,30,11829.707462686567,MORANI LIMITED,7
CLOVERS 100G BI-CARBONATE OF SODA BOX PACK,30,590.8412256267411,TRI CLOVER INDUSTRIES LTD,7
MILL BAKERS 260G QUEEN CAKE,30,2376.0,MILL BAKERS LIMITED,7
SPRITE 1.25L PET,29,3016.0,COCA COLA BEVERAGES KENYA LTD,7
DELAMERE 250ML VANILLA FRUIT YOG CUP,29,2724.8720000000003,BROOKSIDE DAIRY LIMITED,7
TENA 15S TOILET ROLL WHITE WRAPPED,29,15022.017365269463,AFRICAN COTTON INDUSTRIES LTD,7
KERICHO GOLD 200G TEA BAGS 100S,29,2899.036285888821,GOLD CROWN BEVERAGES K LTD,7
BIO 1L MAZIWA LALA NATURE PLAIN,29,2724.8720000000003,BIO FOOD PRODUCTS LTD,7
DELAMERE 250ML SBERRY FRUIT YOG CUP,29,2724.8720000000003,BROOKSIDE DAIRY LIMITED,7
TENA 200S SERVIETTES WHITE,28,4480.172307692308,AFRICAN COTTON INDUSTRIES LTD,7
BLUE BAND 250G MED FAT SPREAD,28,3544.6241924982314,SUPER SAVERS DISTRIBUTION LTD,7
FESTIVE TORTILLA WRAP 10 INCH,28,8050.3988005997,DPL FESTIVE  LIMITED,7
BIO ACTIVE 350ML CUCUMBER N MINT YOG DRINK,28,2630.9108965517244,BIO FOOD PRODUCTS LTD,7
FIESTA TOILET ROLLS WHITE 10S,28,9887.839739413681,AFRICAN COTTON INDUSTRIES LTD,7
DELAMERE 250ML LEMON BISCUIT FRUIT YOG CUP,28,2630.9108965517244,BROOKSIDE DAIRY LIMITED,7
SANTA MARIA 70G TOMATO PASTE SATCHET,28,837.0168224299066,DEBENHAM AND FEAR LTD,7
BROOKSIDE 230ML COOKING CREAM CUP,28,7900.4572112507485,BROOKSIDE DAIRY LIMITED,7
ROSY TOILET TISSUE WHITE 10PACK,27,6437.1756521739135,CHANDARIA INDUSTRIES  LTD,7
ISINYA 20S EGGS,27,8886.906552050703,ISINYA FEEDS LIMITED,7
GREEN FARM 15PK Y/YORK EGGS,27,7232.547335907337,GREEN FARM POULTRY,7
BIO 1LT GREEK YOGHURT NATURE PLAIN,27,2536.949793103449,BIO FOOD PRODUCTS LTD,7
MAYERS 18.9L STILL MINERAL WATER,27,1504.7188064191655,MALACHITE LIMITED,7
MCVITIES 400G DIGESTIVE BISCUIT,27,1484.2230355220668,WORLD BRANDS K LTD,7
ACACIA 200ML KIDS BLUE RASPBERRY,27,2409.547469262844,KEVIAN KENYA LTD,7
URBAN BITES 30G NYAM CHOM LTD EDITION,27,1190.1436363636365,NORDA INDUSTRIES LTD.,7
FELIX 85G CAT TUNA,27,4113.8254635352305,MERIT AFRICA LTD,7
FELIX 85G CHICKEN JUNIOR,27,4132.563582089552,MERIT AFRICA LTD,7
SKITTLES 38G FRUITY CANDY,27,3608.843319838057,RADBONE CLARK LIMITED MARS,7
SCHWEPPES 330ML GINGER ALE CAN,27,4365.102378737542,COCA COLA BEVERAGES KENYA LTD,7
VELVEX SERVIETTES 200S VALUE PACK,27,2509.8205597698143,CHANDARIA INDUSTRIES  LTD,7
BROOKSIDE 250ML CHOCOLATE,27,1482.1782277691086,BROOKSIDE DAIRY LIMITED,7
GREEN FARM 6S Y/YORK EGGS,27,8886.906552050703,GREEN FARM POULTRY,7
JAMAA 1KG BAR SOAP CREAM,27,2539.14293083406,KAPA OIL REFINERIES LTD,7
SUNLIGHT 700G LONG BAR YELLOW,27,2539.14293083406,UNILEVER KENYA LIMITED,7
MILL BAKERS 200G QUEEN CAKE,26,2745.6000000000004,MILL BAKERS LIMITED,7
ZENTA 1KG CREAM SOAP,26,2445.100600062428,GOLDEN AFRICA K LTD,7
PICK N PEEL 1LT PINEAPPLE JUICE,26,1826.3357718779046,KEVIAN KENYA LTD,7
CLUB SODA 350ML LEMONADE,26,1382.9478654950208,HIGHLANDS DRINKS LIMITED,7
MINUTE MAID 1L PULPY ORANGE,26,2320.3049704012574,COCA COLA BEVERAGES KENYA LTD,7
FLORA 100S SERVIETTES WHITE,26,1863.948897338403,AFRICAN COTTON INDUSTRIES LTD,7
LYONS 55ML RED DEVIL LOLLY,26,1435.831292517007,RAZCO LTD,7
ORCHID VALLEY 1L TROPICAL DELIGHT,26,1826.3357718779046,PREMIER FOODS  LIMITED,7
SUNLIGHT 1KG 2IN1 SPRING SENSATIONS,26,2250.464140204824,UNILEVER KENYA LIMITED,7
TUZO 500G MAZIWA LALA SATCHET,26,2442.988689655173,BROOKSIDE DAIRY LIMITED,7
PRAZIER 6S YELLOW YORK EGGS,26,8557.761864937715,PRAZIER POULTRIES,7
LAKI LAKI 700ML GREEK YOGHURT NATURAL GLS,25,2349.027586206897,LAKI LAKI LIMITED,7
SOFTLEAF SINGLE SERVIETTES,25,2323.9079257127914,KAPA OIL REFINERIES LTD,7
PEP 700G PREMIUM TOMATO KETCHUP,25,2163.9078271200233,PREMIER FOODS  LIMITED,7
TAMU TAMU 25G TUTTI FRUTY,25,1101.9848484848487,NORDA INDUSTRIES LTD.,7
VELVEX 140S PREM SILVER FACIAL TISSUES,25,2163.9078271200233,CHANDARIA INDUSTRIES  LTD,7
NESCAFE 1.5G CLASSIC SACHET,25,182.76335261670926,NESTLE KENYA LTD,7
TENA WHITE TOILET ROLL,25,8828.428338762214,AFRICAN COTTON INDUSTRIES LTD,7
KERICHO GOLD 100S ROUND TB,25,2499.1692119731215,GOLD CROWN BEVERAGES K LTD,7
KLEENEX SERVIETES 1 PLYX100S WHITE,25,2323.9079257127914,KIM FAY EAST AFRICA LTD,7
LEADAV YELLOW YOLK EGGS 6PACK,25,8228.617177824724,LEADAV POULTRY FARM LTD,7
WANPY 100G CHICKEN RAWHIDE CD10H,25,2163.9078271200233,BRAND ROYALTY LTD,7
HIGHLANDS 1.5LT MINERAL WATER,25,1393.25815409182,HIGHLANDS DRINKS LIMITED,7
LYONS 60ML CHOC STICK STICKLINE,25,1380.6070120355835,RAZCO LTD,7
GELX GEL PEN BLUE,25,408.0691209616829,ARGUS TRADING  CO LIMITED,7
FESTIVE 200G HALF POUNDCAKE SLICED VANILLA,25,2640.0,DPL FESTIVE  LIMITED,7
HEINZ 570G TOMATO KETCHUP,25,2163.9078271200233,HASBAH KENYA LTD,7
LAKI LAKI 100ML GREEK YOGHURT NATURAL,24,2255.066482758621,LAKI LAKI LIMITED,7
CADBURY 26.25G OREO CHOCOLATE,24,1319.309364908504,HASBAH KENYA LTD CADBURY,7
HC 220G CHEESE PORTION MOZZARELLA,24,9581.24640919914,HAPPY COW LIMITED,7
CARTOONS 30G TUTTI FRUTTI CRISPS,24,1057.9054545454546,PROPACK KENYA LTD,7
TROP HEAT 100G PAPRIKA JAR,24,2077.3515140352224,TROPICAL HEAT LTD,7
MAGIC 300ML SODA WATER,24,1276.5672604569422,KHETIA DRAPERS LTD,7
GILANI GOURMET 2KG ICE CUBE,24,3840.0,GILANI GOURMET LTD,7
EMBASSY BY DUNHILL RED 20S,24,8832.024295410101,NOBLE OUTLOOK LIMITED,7
TAMU TAMU 25G TOMATO KETCHUP,24,1057.9054545454546,NORDA INDUSTRIES LTD.,7
GOFRUT 1LT LEMON MINT MOJITO FRUIT DRINK,24,1685.8484048103735,EXCEL CHEMICALS LTD,7
KCC 1L PLAIN MALA  BOTTLE 69,24,2255.066482758621,NEW KENYA COOP CREAMERIES  LTD,7
KERICHO GOLD 100S TEA BAGS ENVELOPE,24,2399.202443494197,GOLD CROWN BEVERAGES K LTD,7
CIL 2KG RICE PISHORI,23,18343.228764790263,CAPWELL INDUSTRIES LTD,7
BROOKSIDE 500ML DAIRY BEST (POUCH),4479,195963.2160332206,BROOKSIDE DAIRY LIMITED,14
ILARA FRESH MILK 500ML SATCHET,1327,59685.674424501245,BROOKSIDE DAIRY LIMITED,14
TUZO 500ML FRESH MILK (POUCH),724,34172.83747290784,BROOKSIDE DAIRY LIMITED,14
BROOKSIDE 500ML TR FRESH MILK,676,35136.93345227476,BROOKSIDE DAIRY LIMITED,14
FESTIVE 400G MILKY WHITE SLICED,394,20488.091272369264,DPL FESTIVE  LIMITED,14
BIO 2L WHOLE FRESH MILK,379,96530.29907209137,BIO FOOD PRODUCTS LTD,14
BROOKSIDE 1LT UHT WHOLE MILK,372,46247.26126394052,BROOKSIDE DAIRY LIMITED,14
FESTIVE 800G WHITE MILKY BREAD,351,36504.0,DPL FESTIVE  LIMITED,14
FRESHA 500ML WHOLE MILK POUCH,347,15774.417738830249,GITHUNGURI DAIRY FARMERS,14
TUZO 500ML WHOLE MILK (FINO PACK) 180DAYS,341,13946.740828675156,BROOKSIDE DAIRY LIMITED,14
FESTIVE 600G FAMILY WHITE BREAD,336,26880.197449081807,DPL FESTIVE  LIMITED,14
NATURES 400G GOLD WHITE,329,17108.09226670406,DPL FESTIVE  LIMITED,14
TUZO 450ML ESL WHOLE MILK 90DAYS,312,11466.614226669566,BROOKSIDE DAIRY LIMITED,14
SOKO 2KG MAIZE MEAL,305,35659.80748365558,CAPWELL INDUSTRIES LTD,14
BROOKSIDE 500ML LACTOSE FREE UHT MILK FINO,299,18089.356755030345,BROOKSIDE DAIRY LIMITED,14
DAIMA 500ML WHOLE ESL POUCH,284,11120.807580692923,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,14
AJAB 2KG HOME BAKING FLOUR,259,33085.39238526446,GRAIN INDUSTRIES LIMITED,14
DAIMA 500ML FINO MAZIWA BORA,256,9760.11212333567,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,14
NATURES 600G WHITE BREAD,253,20240.200269856978,DPL FESTIVE  LIMITED,14
BROOKSIDE 250ML UHT WHOLE MILK,250,8400.096366965405,BROOKSIDE DAIRY LIMITED,14
DAIMA 450ML ESL MAZIWA BORA,236,8449.107260891338,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,14
EXE 2KG ALL PURPOSE FLOUR,229,29333.02770143352,UNGA LTD,14
TUZO 450ML ESL WHOLE MILK 30DAYS,227,10078.76689755742,BROOKSIDE DAIRY LIMITED,14
FRESHA MAISHA 250ML LONG LIFE MILK,203,4872.074486870772,GITHUNGURI DAIRY FARMERS,14
FRESHA MAISHA 500ML LONG LIFE MILK,186,8251.527125902361,GITHUNGURI DAIRY FARMERS,14
BIO 1L FRESH WHOLE MILK,175,23923.47903657449,BIO FOOD PRODUCTS LTD,14
JOGOO 2KG MAIZE MEAL,163,18908.84939110734,UNGA LTD,14
KABRAS 2KG WHITE SUGAR,153,39152.83113671491,WEST KENYA SUGAR COMPANY LTD,14
GOLD CROWN 500ML WHOLE MILK LONGLIFE FINO TFA 20,151,6603.943933054394,NEW KENYA COOP CREAMERIES  LTD,14
KCC 500ML FRESH WHOLE MILK TFA 21,150,6348.892128279884,NEW KENYA COOP CREAMERIES  LTD,14
NUTRAMEAL 1KG SUGAR,149,20542.45621414914,KAMILI PACKERS SUGAR ONLY,14
KCC 500ML FRESH W/MILK (POUCH)-84,148,6676.795399361023,NEW KENYA COOP CREAMERIES  LTD,14
ILARA  POUCH FRESH MILK 1LTR,138,12921.446868214467,BROOKSIDE DAIRY LIMITED,14
BROOKSIDE 2LTR FRESH MILK STANDARD BOTTLE,135,27750.06613226453,BROOKSIDE DAIRY LIMITED,14
KABRAS 1KG WHITE SUGAR,131,17538.413205678444,WEST KENYA SUGAR COMPANY LTD,14
PEMBE 2KG MAIZE MEAL,130,15288.512697938455,PEMBE FLOUR MILLS,14
NUTRAMEAL 2KG SUGAR,120,32012.454020777226,KAMILI PACKERS SUGAR ONLY,14
KCC 500ML GOLD CROWN  (POUCH)-55,116,5332.115564435565,NEW KENYA COOP CREAMERIES  LTD,14
BROOKSIDE 2LTR FRESH MILK WHOLE BOTTLE,108,22200.86455906822,BROOKSIDE DAIRY LIMITED,14
FESTIVE 400G WHOLE MEAL,103,5356.035919790759,DPL FESTIVE  LIMITED,14
BROOKSIDE 1LTR FRESH MILK STANDARD,102,10606.709735712673,BROOKSIDE DAIRY LIMITED,14
NATURES 800G WHITE BREAD,96,9984.15630936228,DPL FESTIVE  LIMITED,14
FESTIVE 600G FAMILY BRWN BREAD,89,7120.017623762376,DPL FESTIVE  LIMITED,14
BIO 2L SEMI SKIMMED FRESH MILK,87,21270.581195680803,BIO FOOD PRODUCTS LTD,14
BROOKSIDE 1L FARM FRESH MILK,86,8944.0,BROOKSIDE DAIRY LIMITED,14
BROOKSIDE 1L LACTOSE FREE UHT MILK,84,11707.523694568355,BROOKSIDE DAIRY LIMITED,14
FESTIVE 800G SUPREME WHOLE MEAL,84,8736.0,DPL FESTIVE  LIMITED,14
FESTIVE 400G FINEST SUPER SEEDED BREAD,83,8632.017849462365,DPL FESTIVE  LIMITED,14
FRESHA 5L WHOLE MILK,83,33165.12377850163,GITHUNGURI DAIRY FARMERS,14
SUPA 400G BUTTER TOAST BREAD,79,4108.142142254709,MINI BAKERIES NBI  LTD,14
BROOKSIDE 200ML  WHOLE MILK TCA,76,1945.6364617691156,BROOKSIDE DAIRY LIMITED,14
FESTIVE 300G 6S DELUXE ROLLS,73,7008.0,DPL FESTIVE  LIMITED,14
BROOKSIDE 1LT UHT LOWFAT MILK,72,8807.841059602648,BROOKSIDE DAIRY LIMITED,14
FESTIVE 400G WHITE SLICED,69,3477.7088757396455,DPL FESTIVE  LIMITED,14
BIO 1L FRESH SEMI SKIMMED MILK,69,8670.897777777778,BIO FOOD PRODUCTS LTD,14
SUPA 400G WHITE SLICED BREAD CT,68,3536.0,MINI BAKERIES NBI  LTD,14
MOLO UHT MILK 500ML ESL 90DAYS,67,2513.4059362403814,BROOKSIDE DAIRY LIMITED,14
FESTIVE 300G 6S PREM PLAIN BURGER BUNS,66,6336.0,DPL FESTIVE  LIMITED,14
FRESHA 500ML ASEPTIC WHOLE MILK,65,2808.0174438108024,GITHUNGURI DAIRY FARMERS,14
BROADWAY 400G WHITE SLICED BREAD,65,3380.0,BROADWAYS BAKERY LTD,14
AJAB 2KG MAIZE MEAL FLOUR,63,7825.175020016013,GRAIN INDUSTRIES LIMITED,14
AMAIZE 2KG PREMIUM MAIZE FLOUR,63,9231.365091610414,CAPWELL INDUSTRIES LTD,14
PEMBE 2KG HOMEBAKING,62,7570.228914057295,PEMBE FLOUR MILLS,14
DAIMA 200ML WHOLE MILK FINO TETRA 180DAYS,59,1208.920954907162,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,14
RINSUN 5LT SUNFLOWER OIL,54,68686.49432703004,KAPA OIL REFINERIES LTD,14
SUPA LOAF WHITE BREAD 600G,50,4000.0,MINI BAKERIES NBI  LTD,14
MUMIAS 2KG SUGAR,49,12574.912967098406,Unknown,14
