sku,qty,est_cost,supplier,lead_time_days,day_generated,arrival_day
OLA 40G MEXICAN CRUNCH TORTILA CHIPS,4,206.28925619834715,PROPACK KENYA LTD,2,7,10
FANTA ORANGE PET 500ML,4,211.3989164528087,COCA COLA BEVERAGES KENYA LTD,2,7,10
KNORR 51G 6S CHICKEN CUBES,3,226.18569325875774,UNILEVER KENYA LIMITED,2,7,10
COKE ZERO 2L PET,4,529.8530831099196,COCA COLA BEVERAGES KENYA LTD,2,7,10
AQUACLEAR 500ML MINERAL WATER,4,100.09270801815433,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,2,7,10
SPRITE SODA PET 2LTS,2,246.46550615496017,COCA COLA BEVERAGES KENYA LTD,2,7,10
CARTOONS 30G TANGY TOMATO CRISPS,3,135.10461095100865,PROPACK KENYA LTD,2,7,10
OREO 55.2G ORIGINAL COOKIES,3,164.913670613563,HASBAH KENYA LTD CADBURY,2,7,10
OREO 31.3G ENROBED,2,102.39068994181214,HASBAH KENYA LTD CADBURY,2,7,10
TUZO 450ML ESL WHOLE MILK 90DAYS,17,624.7834674787905,BROOKSIDE DAIRY LIMITED,2,8,11
FESTIVE 400G WHOLE MEAL,4,208.00139494333044,DPL FESTIVE  LIMITED,2,8,11
BIO 2L SEMI SKIMMED FRESH MILK,4,977.9577561232553,BIO FOOD PRODUCTS LTD,2,8,11
BROOKSIDE 1L FARM FRESH MILK,4,416.0,BROOKSIDE DAIRY LIMITED,2,8,11
FESTIVE 400G FINEST SUPER SEEDED BREAD,5,520.0010752688172,DPL FESTIVE  LIMITED,2,8,11
FRESHA 5L WHOLE MILK,5,1997.8990228013029,GITHUNGURI DAIRY FARMERS,2,8,11
AMAIZE 2KG PREMIUM MAIZE FLOUR,3,439.58881388621023,CAPWELL INDUSTRIES LTD,2,8,11
WHITE CAP 500ML LAGER BEER,8,1529.6000000000001,KENYA BREWERIES LTD,2,8,11
SPRITE PET 350ML,6,233.4256873265495,COCA COLA BEVERAGES KENYA LTD,2,8,11
KRACKLES CHEESE & ONION 30G,5,221.63582362348643,PROPACK KENYA LTD,2,8,11
OLA 40G CHEESE CRUNCH TORTILA CHIPS,4,206.14651368049428,PROPACK KENYA LTD,2,8,11
URBAN STIX 35G BARBEQUE SNACKS,4,112.0,NORDA INDUSTRIES LTD.,2,8,11
SPRITE PET 500ML,5,264.3724104313917,COCA COLA BEVERAGES KENYA LTD,2,8,11
COKE PET 2LTS,6,790.1761379971251,COCA COLA BEVERAGES KENYA LTD,2,8,11
WRIGLEYS P.K 10S CHEWING GUM PEPPERMINT,6,128.0322531257974,RADBONE CLARK LIMITED MARS,2,8,11
FANTA ORANGE PET 350ML,4,155.78520893561105,COCA COLA BEVERAGES KENYA LTD,2,8,11
WRIGLEYS JUICY FRUIT 10S CLASSIC,4,85.33250453250454,RADBONE CLARK LIMITED MARS,2,8,11
KERINGET 1LT MINERAL WATER,5,347.4672754946728,COCA COLA BEVERAGES KENYA LTD,2,8,11
ISINYA 15S EGGS,5,1240.8460055234748,ISINYA FEEDS LIMITED,2,8,11
