sku,qty,est_cost,supplier,day_generated,arrival_day
SPRITE PET 500ML,8,422.9958566902267,COCA COLA BEVERAGES KENYA LTD,4,7
COKE PET 2LTS,7,921.872160996646,COCA COLA BEVERAGES KENYA LTD,4,7
KABARNET 300ML MINERAL WATER,10,152.2900051786639,KHETIA DRAPERS LTD,4,7
SPRITE 330ML CAN REGULAR,6,463.3383421516754,COCA COLA BEVERAGES KENYA LTD,4,7
WRIGLEYS JUICY FRUIT 10S CLASSIC,7,149.33188293188294,RADBONE CLARK LIMITED MARS,4,7
ISINYA 15S EGGS,8,1985.3536088375597,ISINYA FEEDS LIMITED,4,7
TENA 10S WHITE TOILET ROLLS,7,2523.801877415792,AFRICAN COTTON INDUSTRIES LTD,4,7
BIO 150ML STRAWBERRY YOGHURT,7,662.041010746442,BIO FOOD PRODUCTS LTD,4,7
PICK N PEEL 250ML TROPICAL MIX,5,283.20212765957444,KEVIAN KENYA LTD,4,7
VELVEX 100S WHITE SERVIETTES,5,464.78158514255824,CHANDARIA INDUSTRIES  LTD,4,7
KNORR 51G 6S CHICKEN CUBES,6,452.3713865175155,UNILEVER KENYA LIMITED,4,7
AQUACLEAR 500ML MINERAL WATER,5,125.11588502269291,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,4,7
ILARA 500ML TNC PLAIN CUP,6,563.7666206896553,BROOKSIDE DAIRY LIMITED,4,7
OREO 55.2G ORIGINAL COOKIES,5,274.8561176892716,HASBAH KENYA LTD CADBURY,4,7
OREO 31.3G ENROBED,3,153.58603491271822,HASBAH KENYA LTD CADBURY,4,7
KRACKLES PERFECTLY SALTED 30G,14,462.6314202898551,PROPACK KENYA LTD,4,7
GOLD 500ML CROWN TFA 20,27,7948.286020226056,NEW KENYA COOP CREAMERIES  LTD,4,7
TWIX TWIN BAR 50G,14,1927.2563341387643,RADBONE CLARK LIMITED MARS,4,7
KRACKLES TANGY TOMATO 30G,14,1211.7883831872132,PROPACK KENYA LTD,4,7
KARA 65ML COCONUT  MILK CREAM,14,813.5412293853074,PORTCROSS LTD  PC.,4,7
SNICKERS SINGLE BAR 50G,10,1336.6086369770583,RADBONE CLARK LIMITED MARS,4,7
RED BULL 250ML CAN,7,1186.290297233541,HASBAH KENYA LTD,4,7
LITTLE DELIVERY 0-5KM,8,1212.5509234828496,Unknown,4,7
FANTA 330ML ORANGE CAN,7,538.610878914405,COCA COLA BEVERAGES KENYA LTD,4,7
YOU C-1000 500ML ORANGE WATER,6,1093.2821035685538,PORTCROSS LTD  PC.,4,7
MCVITIES 200G DARK CHOCO DIGESTIVE,5,927.410275502606,WORLD BRANDS K LTD,4,7
SOKO 2KG MAIZE MEAL,31,3624.439449158436,CAPWELL INDUSTRIES LTD,5,8
BROOKSIDE 2LTR FRESH MILK WHOLE BOTTLE,8,1644.5084858569053,BROOKSIDE DAIRY LIMITED,5,8
FESTIVE 400G WHOLE MEAL,10,520.0034873583261,DPL FESTIVE  LIMITED,5,8
BROOKSIDE 1LTR FRESH MILK STANDARD,7,727.9114524508698,BROOKSIDE DAIRY LIMITED,5,8
NATURES 800G WHITE BREAD,9,936.0146540027139,DPL FESTIVE  LIMITED,5,8
FESTIVE 600G FAMILY BRWN BREAD,9,720.0017821782178,DPL FESTIVE  LIMITED,5,8
BIO 2L SEMI SKIMMED FRESH MILK,6,1466.936634184883,BIO FOOD PRODUCTS LTD,5,8
BROOKSIDE 1L FARM FRESH MILK,8,832.0,BROOKSIDE DAIRY LIMITED,5,8
BROOKSIDE 1L LACTOSE FREE UHT MILK,8,1115.0022566255577,BROOKSIDE DAIRY LIMITED,5,8
FESTIVE 400G FINEST SUPER SEEDED BREAD,9,936.001935483871,DPL FESTIVE  LIMITED,5,8
FRESHA 5L WHOLE MILK,9,3596.218241042345,GITHUNGURI DAIRY FARMERS,5,8
SUPA 400G BUTTER TOAST BREAD,5,260.0089963452347,MINI BAKERIES NBI  LTD,5,8
BROOKSIDE 200ML  WHOLE MILK TCA,6,153.60287856071966,BROOKSIDE DAIRY LIMITED,5,8
BROOKSIDE 1LT UHT LOWFAT MILK,8,978.6490066225165,BROOKSIDE DAIRY LIMITED,5,8
FESTIVE 300G 6S PREM PLAIN BURGER BUNS,5,480.0,DPL FESTIVE  LIMITED,5,8
BROADWAY 400G WHITE SLICED BREAD,5,260.0,BROADWAYS BAKERY LTD,5,8
AJAB 2KG MAIZE MEAL FLOUR,5,621.0456365092074,GRAIN INDUSTRIES LIMITED,5,8
AMAIZE 2KG PREMIUM MAIZE FLOUR,5,732.6480231436836,CAPWELL INDUSTRIES LTD,5,8
AQUAMIST 20LT MINERAL WATER,14,5907.686879823594,AQUAMIST LIMITED,5,8
KRACKLES BANG BANG CHILLI 30G,11,484.8733333333334,PROPACK KENYA LTD,5,8
BALOZI 500ML CAN,11,1808.7182944735782,KENYA BREWERIES LTD,5,8
ILARA 500ML MAZIWA LALA,12,864.0,BROOKSIDE DAIRY LIMITED,5,8
ISINYA 30S EGGS,8,3464.211086474501,ISINYA FEEDS LIMITED,5,8
OLA 40G CHEESE CRUNCH TORTILA CHIPS,9,463.82965578111214,PROPACK KENYA LTD,5,8
URBAN STIX 35G BARBEQUE SNACKS,12,336.0,NORDA INDUSTRIES LTD.,5,8
GOLD CROWN 500ML ASEPTIC LONG LIFE 24,7,273.19406528189916,NEW KENYA COOP CREAMERIES  LTD,5,8
SPRITE PET 500ML,9,475.87033877650504,COCA COLA BEVERAGES KENYA LTD,5,8
COKE PET 2LTS,9,1185.2642069956878,COCA COLA BEVERAGES KENYA LTD,5,8
WRIGLEYS ORBIT 10S PEPPERMINT SF,7,384.11670103092786,RADBONE CLARK LIMITED MARS,5,8
WRIGLEYS P.K 10S CHEWING GUM PEPPERMINT,8,170.70967083439655,RADBONE CLARK LIMITED MARS,5,8
KABARNET 300ML MINERAL WATER,11,167.5190056965303,KHETIA DRAPERS LTD,5,8
FANTA ORANGE PET 350ML,7,272.62411563731933,COCA COLA BEVERAGES KENYA LTD,5,8
SPRITE 330ML CAN REGULAR,7,540.5613991769546,COCA COLA BEVERAGES KENYA LTD,5,8
WRIGLEYS JUICY FRUIT 10S CLASSIC,8,170.6650090650091,RADBONE CLARK LIMITED MARS,5,8
KERINGET 1LT MINERAL WATER,6,416.96073059360737,COCA COLA BEVERAGES KENYA LTD,5,8
DASANI 500ML MINERAL WATER,6,161.223883592574,COCA COLA BEVERAGES KENYA LTD,5,8
ISINYA 15S EGGS,10,2481.6920110469496,ISINYA FEEDS LIMITED,5,8
OLA 40G MEXICAN CRUNCH TORTILA CHIPS,7,361.0061983471075,PROPACK KENYA LTD,5,8
PICK N PEEL 250ML MANGO,6,339.66087126296526,KEVIAN KENYA LTD,5,8
TENA 10S WHITE TOILET ROLLS,7,2523.801877415792,AFRICAN COTTON INDUSTRIES LTD,5,8
DUNHILL 20S DOUBLE CAP,7,2632.0,NOBLE OUTLOOK LIMITED,5,8
BIO 150ML STRAWBERRY YOGHURT,8,756.6182979959337,BIO FOOD PRODUCTS LTD,5,8
PICK N PEEL 250ML TROPICAL MIX,6,339.84255319148934,KEVIAN KENYA LTD,5,8
PREDATOR 400ML ENERGY DRINK PET,5,251.86189314750294,COCA COLA BEVERAGES KENYA LTD,5,8
VELVEX 100S WHITE SERVIETTES,7,650.6942191995815,CHANDARIA INDUSTRIES  LTD,5,8
KNORR 51G 6S CHICKEN CUBES,7,527.766617603768,UNILEVER KENYA LIMITED,5,8
BIO 150ML NATURAL YOGHURT,6,553.8685714285715,BIO FOOD PRODUCTS LTD,5,8
PICK N PEEL 250ML PINEAPPLE JUICE,5,282.4328305857594,KEVIAN KENYA LTD,5,8
AQUACLEAR 500ML MINERAL WATER,8,200.18541603630865,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,5,8
DASANI 1L MINERAL WATER,5,230.9842866121936,COCA COLA BEVERAGES KENYA LTD,5,8
ILARA 500ML TNC PLAIN CUP,7,657.7277241379311,BROOKSIDE DAIRY LIMITED,5,8
SPRITE SODA PET 2LTS,5,616.1637653874004,COCA COLA BEVERAGES KENYA LTD,5,8
FANTA BLACK CURRANT 350ML PET,4,155.47399801258697,COCA COLA BEVERAGES KENYA LTD,5,8
OREO 55.2G ORIGINAL COOKIES,7,384.7985647649803,HASBAH KENYA LTD CADBURY,5,8
PILSNER 500ML LAGER BEER,4,668.8000000000001,KENYA BREWERIES LTD,5,8
BIO 150ML BERRY COCKTAIL YOGHURT,4,356.78155265180635,BIO FOOD PRODUCTS LTD,5,8
KRAC KURLS 25G TANGY CHEESE,4,125.08646288209607,PROPACK KENYA LTD,5,8
OREO 31.3G ENROBED,4,204.78137988362428,HASBAH KENYA LTD CADBURY,5,8
KNORR 51G 6S BEEF CUBES,3,225.13962264150945,UNILEVER KENYA LIMITED,5,8
FESTIVE 300G 6S PREM SESSAME SLICED BURGER BUNS,6,624.0,DPL FESTIVE  LIMITED,5,8
DAIMA 200ML WHOLE MILK FINO TETRA 180DAYS,4,81.96074270557031,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,5,8
SNICKERS SINGLE BAR 50G,11,1470.269500674764,RADBONE CLARK LIMITED MARS,5,8
RED BULL 250ML CAN,8,1355.7603396954753,HASBAH KENYA LTD,5,8
LITTLE DELIVERY 0-5KM,11,1667.2575197889182,Unknown,5,8
FANTA 330ML ORANGE CAN,8,615.5552901878915,COCA COLA BEVERAGES KENYA LTD,5,8
ESTILO 3D BAG CHANDARANA PRINTED,6,192.0028548063341,Unknown,5,8
YOU C-1000 500ML ORANGE WATER,7,1275.4957874966462,PORTCROSS LTD  PC.,5,8
HEINEKEN 0.0% 330ML BEER,4,753.2729756097561,KENYA WINE AGENCIES KWAL,5,8
MCVITIES 200G DARK CHOCO DIGESTIVE,6,1112.8923306031274,WORLD BRANDS K LTD,5,8
SOKO 2KG MAIZE MEAL,37,4325.943858672972,CAPWELL INDUSTRIES LTD,6,9
BROOKSIDE 2LTR FRESH MILK WHOLE BOTTLE,9,1850.0720465890186,BROOKSIDE DAIRY LIMITED,6,9
FESTIVE 400G WHOLE MEAL,12,624.0041848299913,DPL FESTIVE  LIMITED,6,9
FESTIVE 600G FAMILY BRWN BREAD,9,720.0017821782178,DPL FESTIVE  LIMITED,6,9
BIO 2L SEMI SKIMMED FRESH MILK,8,1955.9155122465106,BIO FOOD PRODUCTS LTD,6,9
BROOKSIDE 1L FARM FRESH MILK,9,936.0,BROOKSIDE DAIRY LIMITED,6,9
FESTIVE 400G FINEST SUPER SEEDED BREAD,10,1040.0021505376344,DPL FESTIVE  LIMITED,6,9
FRESHA 5L WHOLE MILK,10,3995.7980456026057,GITHUNGURI DAIRY FARMERS,6,9
SUPA 400G BUTTER TOAST BREAD,5,260.0089963452347,MINI BAKERIES NBI  LTD,6,9
BROOKSIDE 200ML  WHOLE MILK TCA,7,179.20335832083958,BROOKSIDE DAIRY LIMITED,6,9
FESTIVE 300G 6S DELUXE ROLLS,6,576.0,DPL FESTIVE  LIMITED,6,9
BROOKSIDE 1LT UHT LOWFAT MILK,9,1100.980132450331,BROOKSIDE DAIRY LIMITED,6,9
BIO 1L FRESH SEMI SKIMMED MILK,5,628.325925925926,BIO FOOD PRODUCTS LTD,6,9
FESTIVE 300G 6S PREM PLAIN BURGER BUNS,6,576.0,DPL FESTIVE  LIMITED,6,9
BROADWAY 400G WHITE SLICED BREAD,5,260.0,BROADWAYS BAKERY LTD,6,9
AJAB 2KG MAIZE MEAL FLOUR,6,745.2547638110489,GRAIN INDUSTRIES LIMITED,6,9
AMAIZE 2KG PREMIUM MAIZE FLOUR,6,879.1776277724205,CAPWELL INDUSTRIES LTD,6,9
KRACKLES BANG BANG CHILLI 30G,12,528.9527272727273,PROPACK KENYA LTD,6,9
BALOZI 500ML CAN,12,1973.1472303348125,KENYA BREWERIES LTD,6,9
ISINYA 30S EGGS,8,3464.211086474501,ISINYA FEEDS LIMITED,6,9
GOLD CROWN 500ML ASEPTIC LONG LIFE 24,7,273.19406528189916,NEW KENYA COOP CREAMERIES  LTD,6,9
COKE PET 2LTS,11,1448.6562529947296,COCA COLA BEVERAGES KENYA LTD,6,9
MAYERS 500ML SPARKLING WATER PLASTIC,7,416.2679886685553,MALACHITE LIMITED,6,9
WRIGLEYS ORBIT 10S PEPPERMINT SF,7,384.11670103092786,RADBONE CLARK LIMITED MARS,6,9
WRIGLEYS P.K 10S CHEWING GUM PEPPERMINT,9,192.04837968869612,RADBONE CLARK LIMITED MARS,6,9
FANTA ORANGE PET 350ML,8,311.5704178712221,COCA COLA BEVERAGES KENYA LTD,6,9
SPRITE 330ML CAN REGULAR,7,540.5613991769546,COCA COLA BEVERAGES KENYA LTD,6,9
KERINGET 1LT MINERAL WATER,6,416.96073059360737,COCA COLA BEVERAGES KENYA LTD,6,9
DASANI 500ML MINERAL WATER,7,188.094530858003,COCA COLA BEVERAGES KENYA LTD,6,9
AQUAMIST 1LT MINERAL WATER,6,367.2832291074474,AQUAMIST LIMITED,6,9
OLA 40G MEXICAN CRUNCH TORTILA CHIPS,8,412.5785123966943,PROPACK KENYA LTD,6,9
PICK N PEEL 250ML MANGO,6,339.66087126296526,KEVIAN KENYA LTD,6,9
TENA 10S WHITE TOILET ROLLS,9,3244.888128106019,AFRICAN COTTON INDUSTRIES LTD,6,9
WRIGLEYS ORBIT 10S BUBBLEMINT SF,6,329.89412765957445,RADBONE CLARK LIMITED MARS,6,9
DUNHILL 20S DOUBLE CAP,8,3008.0,NOBLE OUTLOOK LIMITED,6,9
FANTA ORANGE PET 500ML,6,317.09837467921307,COCA COLA BEVERAGES KENYA LTD,6,9
PICK N PEEL 250ML TROPICAL MIX,6,339.84255319148934,KEVIAN KENYA LTD,6,9
PREDATOR 400ML ENERGY DRINK PET,5,251.86189314750294,COCA COLA BEVERAGES KENYA LTD,6,9
BIO 150ML NATURAL YOGHURT,7,646.1800000000001,BIO FOOD PRODUCTS LTD,6,9
KRACKLES SALT&VINEGAR 30GM,6,260.0786536758193,PROPACK KENYA LTD,6,9
WRIGLEYS P.K 10S CHEWING GUM MENTHOL,6,127.84781491002572,RADBONE CLARK LIMITED MARS,6,9
PICK N PEEL 250ML APPLE,5,284.66390041493776,KEVIAN KENYA LTD,6,9
PICK N PEEL 250ML PINEAPPLE JUICE,5,282.4328305857594,KEVIAN KENYA LTD,6,9
COKE ZERO 2L PET,5,662.3163538873995,COCA COLA BEVERAGES KENYA LTD,6,9
AQUACLEAR 500ML MINERAL WATER,8,200.18541603630865,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,6,9
DASANI 1L MINERAL WATER,6,277.18114393463236,COCA COLA BEVERAGES KENYA LTD,6,9
ILARA 500ML TNC PLAIN CUP,7,657.7277241379311,BROOKSIDE DAIRY LIMITED,6,9
SUNLIGHT 175G PURE SOAP YELLOW,5,284.96363029696363,UNILEVER KENYA LIMITED,6,9
MAYERS 500ML STILL MINERAL WATER,5,191.47529328119447,MALACHITE LIMITED,6,9
SPRITE SODA PET 2LTS,6,739.3965184648805,COCA COLA BEVERAGES KENYA LTD,6,9
BROOKSIDE 1L NATURAL LALA BOTTLE,6,792.005057955743,BROOKSIDE DAIRY LIMITED,6,9
FANTA BLACK CURRANT 350ML PET,5,194.34249751573373,COCA COLA BEVERAGES KENYA LTD,6,9
SNICKERS 40G SINGLE CHOCO BAR,4,524.6355953905249,RADBONE CLARK LIMITED MARS,6,9
CARTOONS 30G TANGY TOMATO CRISPS,4,180.13948126801154,PROPACK KENYA LTD,6,9
OREO 55.2G ORIGINAL COOKIES,5,274.8561176892716,HASBAH KENYA LTD CADBURY,6,9
PILSNER 500ML LAGER BEER,5,836.0000000000001,KENYA BREWERIES LTD,6,9
BIO 150ML BERRY COCKTAIL YOGHURT,5,445.97694081475794,BIO FOOD PRODUCTS LTD,6,9
KRAC KURLS 25G TANGY CHEESE,4,125.08646288209607,PROPACK KENYA LTD,6,9
ROTHMANS SWITCH BLUE 20S,4,1168.002536662703,NOBLE OUTLOOK LIMITED,6,9
FELIX 85G CAT CHICKEN,5,761.8195302843019,MERIT AFRICA LTD,6,9
OREO 31.3G ENROBED,5,255.97672485453035,HASBAH KENYA LTD CADBURY,6,9
KNORR 51G 6S BEEF CUBES,4,300.1861635220126,UNILEVER KENYA LIMITED,6,9
OREO 26.25G ORIGINAL,3,106.26206896551724,HASBAH KENYA LTD CADBURY,6,9
JIAN 30 PACK YELLOW YOLK EGGS,3,1179.2986980781152,JIAN CEREALS DEPOT,6,9
TENA 100S SERVIETTES WHITE,2,159.39459459459465,AFRICAN COTTON INDUSTRIES LTD,6,9
BROOKSIDE 250G SALTED BUTTER,2,676.2981615598887,BROOKSIDE DAIRY LIMITED,6,9
FESTIVE 300G 6S PREM SESSAME SLICED BURGER BUNS,7,728.0,DPL FESTIVE  LIMITED,6,9
DAIMA 200ML WHOLE MILK FINO TETRA 180DAYS,6,122.94111405835547,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,6,9
LATO 500ML UHT MILK AMOO ESL,3,133.1995625227853,MUSTY DISTRIBUTION LIMITED,6,9
RED BULL 250ML CAN,9,1525.2303821574096,HASBAH KENYA LTD,6,9
LITTLE DELIVERY 0-5KM,11,1667.2575197889182,Unknown,6,9
FANTA 330ML ORANGE CAN,9,692.499701461378,COCA COLA BEVERAGES KENYA LTD,6,9
ESTILO 3D BAG CHANDARANA PRINTED,7,224.00333060738978,Unknown,6,9
YOU C-1000 500ML ORANGE WATER,8,1457.7094714247385,PORTCROSS LTD  PC.,6,9
V45 WOVEN WPP BLOCK BOTTOM,4,128.01144175317185,Unknown,6,9
SUNLIGHT 80G PURE SOAP,4,89.61036857027136,UNILEVER KENYA LIMITED,6,9
HEINEKEN 0.0% 330ML BEER,5,941.5912195121952,KENYA WINE AGENCIES KWAL,6,9
BROOKSIDE 250G PROBIOTIC FRUIT CUP YOGHURT VANILLA,4,297.19788531923547,BROOKSIDE DAIRY LIMITED,6,9
MCVITIES 200G DARK CHOCO DIGESTIVE,6,1112.8923306031274,WORLD BRANDS K LTD,6,9
PICK N PEEL 250ML RED GRAPE,3,169.46514439220954,KEVIAN KENYA LTD,6,9
SOKO 2KG MAIZE MEAL,38,4442.861260258728,CAPWELL INDUSTRIES LTD,7,10
BROOKSIDE 2LTR FRESH MILK WHOLE BOTTLE,11,2261.1991680532446,BROOKSIDE DAIRY LIMITED,7,10
FESTIVE 400G WHOLE MEAL,7,364.00244115082825,DPL FESTIVE  LIMITED,7,10
BIO 2L SEMI SKIMMED FRESH MILK,9,2200.4049512773245,BIO FOOD PRODUCTS LTD,7,10
SUPA 400G BUTTER TOAST BREAD,7,364.01259488332863,MINI BAKERIES NBI  LTD,7,10
BROOKSIDE 200ML  WHOLE MILK TCA,8,204.80383808095954,BROOKSIDE DAIRY LIMITED,7,10
FESTIVE 300G 6S DELUXE ROLLS,7,672.0,DPL FESTIVE  LIMITED,7,10
FESTIVE 400G WHITE SLICED,5,252.00788954635112,DPL FESTIVE  LIMITED,7,10
BIO 1L FRESH SEMI SKIMMED MILK,6,753.9911111111112,BIO FOOD PRODUCTS LTD,7,10
FESTIVE 300G 6S PREM PLAIN BURGER BUNS,6,576.0,DPL FESTIVE  LIMITED,7,10
BROADWAY 400G WHITE SLICED BREAD,5,260.0,BROADWAYS BAKERY LTD,7,10
MAYERS 500ML SPARKLING WATER PLASTIC,7,416.2679886685553,MALACHITE LIMITED,7,10
WRIGLEYS ORBIT 10S PEPPERMINT SF,7,384.11670103092786,RADBONE CLARK LIMITED MARS,7,10
WRIGLEYS P.K 10S CHEWING GUM PEPPERMINT,11,234.72579739729525,RADBONE CLARK LIMITED MARS,7,10
FANTA ORANGE PET 350ML,9,350.5167201051249,COCA COLA BEVERAGES KENYA LTD,7,10
KERINGET 1LT MINERAL WATER,7,486.45418569254196,COCA COLA BEVERAGES KENYA LTD,7,10
DASANI 500ML MINERAL WATER,7,188.094530858003,COCA COLA BEVERAGES KENYA LTD,7,10
AQUAMIST 1LT MINERAL WATER,7,428.4971006253553,AQUAMIST LIMITED,7,10
OLA 40G MEXICAN CRUNCH TORTILA CHIPS,9,464.1508264462811,PROPACK KENYA LTD,7,10
PICK N PEEL 250ML MANGO,6,339.66087126296526,KEVIAN KENYA LTD,7,10
WRIGLEYS ORBIT 10S BUBBLEMINT SF,6,329.89412765957445,RADBONE CLARK LIMITED MARS,7,10
DUNHILL 20S DOUBLE CAP,10,3760.0,NOBLE OUTLOOK LIMITED,7,10
FANTA ORANGE PET 500ML,7,369.9481037924152,COCA COLA BEVERAGES KENYA LTD,7,10
PREDATOR 400ML ENERGY DRINK PET,6,302.2342717770035,COCA COLA BEVERAGES KENYA LTD,7,10
BIO 150ML NATURAL YOGHURT,7,646.1800000000001,BIO FOOD PRODUCTS LTD,7,10
KRACKLES SALT&VINEGAR 30GM,7,303.4250959551225,PROPACK KENYA LTD,7,10
WRIGLEYS P.K 10S CHEWING GUM MENTHOL,6,127.84781491002572,RADBONE CLARK LIMITED MARS,7,10
COKE 1.25L PET,6,613.5046063377981,COCA COLA BEVERAGES KENYA LTD,7,10
PICK N PEEL 250ML APPLE,6,341.5966804979253,KEVIAN KENYA LTD,7,10
PICK N PEEL 250ML PINEAPPLE JUICE,5,282.4328305857594,KEVIAN KENYA LTD,7,10
BROOKSIDE 500ML SWEET LALA BOTTLE,5,380.001404001404,BROOKSIDE DAIRY LIMITED,7,10
COKE ZERO 2L PET,7,927.2428954423592,COCA COLA BEVERAGES KENYA LTD,7,10
DASANI 1L MINERAL WATER,7,323.37800125707105,COCA COLA BEVERAGES KENYA LTD,7,10
SUNLIGHT 175G PURE SOAP YELLOW,6,341.95635635635637,UNILEVER KENYA LIMITED,7,10
MAYERS 500ML STILL MINERAL WATER,6,229.77035193743336,MALACHITE LIMITED,7,10
SPRITE SODA PET 2LTS,7,862.6292715423606,COCA COLA BEVERAGES KENYA LTD,7,10
BROOKSIDE 1L NATURAL LALA BOTTLE,7,924.0059009483668,BROOKSIDE DAIRY LIMITED,7,10
SMIRNOFF 330ML PINEAPPLE PUNCH ICE CAN,5,808.3522923588041,UDV KENYA LIMITED,7,10
FANTA BLACK CURRANT 350ML PET,6,233.21099701888045,COCA COLA BEVERAGES KENYA LTD,7,10
SNICKERS 40G SINGLE CHOCO BAR,5,655.7944942381562,RADBONE CLARK LIMITED MARS,7,10
CARTOONS 30G TANGY TOMATO CRISPS,4,180.13948126801154,PROPACK KENYA LTD,7,10
AQUAMIST 5LT MINERAL WATER,4,684.8858835831298,AQUAMIST LIMITED,7,10
VELVEX SNOW WHITE 10 PACK,4,1463.1239819004525,CHANDARIA INDUSTRIES  LTD,7,10
PILSNER 500ML LAGER BEER,5,836.0000000000001,KENYA BREWERIES LTD,7,10
BIO 150ML BERRY COCKTAIL YOGHURT,6,535.1723289777095,BIO FOOD PRODUCTS LTD,7,10
KRAC KURLS 25G TANGY CHEESE,5,156.35807860262008,PROPACK KENYA LTD,7,10
ROTHMANS SWITCH BLUE 20S,5,1460.0031708283789,NOBLE OUTLOOK LIMITED,7,10
FELIX 85G CAT CHICKEN,6,914.1834363411622,MERIT AFRICA LTD,7,10
KRAC KURLS 25G CHILLI LEMON,4,125.07532264372315,PROPACK KENYA LTD,7,10
ROYCO 4G 40S BEEF CUBES,4,439.12607502287284,UNILEVER KENYA LIMITED,7,10
OREO 31.3G ENROBED,4,204.78137988362428,HASBAH KENYA LTD CADBURY,7,10
KNORR 51G 6S BEEF CUBES,4,300.1861635220126,UNILEVER KENYA LIMITED,7,10
OREO 26.25G ORIGINAL,4,141.68275862068967,HASBAH KENYA LTD CADBURY,7,10
DL 70ML MINI FIESTA CARAMEL N NUTS,3,165.67284144427003,GLACIER PRODUCTS LTD G P,7,10
JIAN 30 PACK YELLOW YOLK EGGS,4,1572.3982641041537,JIAN CEREALS DEPOT,7,10
TENA 100S SERVIETTES WHITE,3,239.09189189189198,AFRICAN COTTON INDUSTRIES LTD,7,10
BROOKSIDE 250G SALTED BUTTER,3,1014.4472423398331,BROOKSIDE DAIRY LIMITED,7,10
FESTIVE 300G 6S PREM SESSAME SLICED BURGER BUNS,8,832.0,DPL FESTIVE  LIMITED,7,10
DAIMA 200ML WHOLE MILK FINO TETRA 180DAYS,7,143.43129973474805,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,7,10
LATO 500ML UHT MILK AMOO ESL,4,177.59941669704705,MUSTY DISTRIBUTION LIMITED,7,10
ESTILO 3D BAG CHANDARANA PRINTED,7,224.00333060738978,Unknown,7,10
OLA 40G COOL CRUNCH TORTILA CHIPS,5,259.74932208496534,PROPACK KENYA LTD,7,10
V45 WOVEN WPP BLOCK BOTTOM,6,192.01716262975776,Unknown,7,10
SUNLIGHT 80G PURE SOAP,5,112.0129607128392,UNILEVER KENYA LIMITED,7,10
HEINEKEN 0.0% 330ML BEER,5,941.5912195121952,KENYA WINE AGENCIES KWAL,7,10
BROOKSIDE 250G PROBIOTIC FRUIT CUP YOGHURT VANILLA,5,371.4973566490443,BROOKSIDE DAIRY LIMITED,7,10
YOU C-1000 500ML LEMON WATER,4,728.3970479704798,PORTCROSS LTD  PC.,7,10
KRACKLES 45G CHIP STIX CHILLI,2,96.0009913258984,PROPACK KENYA LTD,7,10
PICK N PEEL 250ML RED GRAPE,3,169.46514439220954,KEVIAN KENYA LTD,7,10
