sku,qty,est_cost,supplier,day_generated,arrival_day
SOKO 2KG MAIZE MEAL,2,233.83480317151202,CAPWELL INDUSTRIES LTD,5,8
SOKO 2KG MAIZE MEAL,2,233.83480317151202,CAPWELL INDUSTRIES LTD,6,9
SOKO 2KG MAIZE MEAL,3,350.75220475726803,CAPWELL INDUSTRIES LTD,7,10
BIO 2L WHOLE FRESH MILK,2,509.39471805852963,BIO FOOD PRODUCTS LTD,10,13
