sku,qty,est_cost,supplier,day_generated,arrival_day
FESTIVE 300G 6S DELUXE ROLLS,5,480.0,DPL FESTIVE  LIMITED,7,10
MOLO UHT MILK 500ML ESL 90DAYS,5,187.56760718211802,BROOKSIDE DAIRY LIMITED,7,10
SOKO 1KG MAIZE MEAL FLOUR,2,126.80250120250122,CAPWELL INDUSTRIES LTD,7,10
MAYERS 1L SPARKLING WATER PLASTIC,9,692.8808318890815,MALACHITE LIMITED,7,10
WHITE CAP 500ML LAGER BEER,8,1529.6000000000001,KENYA BREWERIES LTD,7,10
TUSKER LITE 500ML CAN,8,1654.8564006462036,KENYA BREWERIES LTD,7,10
ISINYA 30S EGGS,6,2598.1583148558757,ISINYA FEEDS LIMITED,7,10
URBAN STIX 35G BARBEQUE SNACKS,8,224.0,NORDA INDUSTRIES LTD.,7,10
SPRITE PET 500ML,6,317.24689251767,COCA COLA BEVERAGES KENYA LTD,7,10
FANTA ORANGE PET 350ML,5,194.73151116951382,COCA COLA BEVERAGES KENYA LTD,7,10
WRIGLEYS JUICY FRUIT 10S CLASSIC,6,127.99875679875682,RADBONE CLARK LIMITED MARS,7,10
DASANI 500ML MINERAL WATER,4,107.482589061716,COCA COLA BEVERAGES KENYA LTD,7,10
AQUAMIST 1LT MINERAL WATER,5,306.06935758953955,AQUAMIST LIMITED,7,10
OLA 40G MEXICAN CRUNCH TORTILA CHIPS,5,257.8615702479339,PROPACK KENYA LTD,7,10
PICK N PEEL 250ML MANGO,4,226.44058084197684,KEVIAN KENYA LTD,7,10
WRIGLEYS ORBIT 10S BUBBLEMINT SF,4,219.9294184397163,RADBONE CLARK LIMITED MARS,7,10
BIO 150ML STRAWBERRY YOGHURT,4,378.3091489979669,BIO FOOD PRODUCTS LTD,7,10
VELVEX 100S WHITE SERVIETTES,6,557.7379021710699,CHANDARIA INDUSTRIES  LTD,7,10
KNORR 51G 6S CHICKEN CUBES,5,376.9761554312629,UNILEVER KENYA LIMITED,7,10
COKE 1.25L PET,4,409.00307089186543,COCA COLA BEVERAGES KENYA LTD,7,10
FANTA ORANGE PET 2LTS,4,491.1442685243826,COCA COLA BEVERAGES KENYA LTD,7,10
COKE ZERO 2L PET,6,794.7796246648793,COCA COLA BEVERAGES KENYA LTD,7,10
ILARA 500ML TNC PLAIN CUP,5,469.8055172413794,BROOKSIDE DAIRY LIMITED,7,10
BROOKSIDE 1L NATURAL LALA BOTTLE,3,396.0025289778715,BROOKSIDE DAIRY LIMITED,7,10
SMIRNOFF 330ML PINEAPPLE PUNCH ICE CAN,5,808.3522923588041,UDV KENYA LIMITED,7,10
CARTOONS 30G TANGY TOMATO CRISPS,4,180.13948126801154,PROPACK KENYA LTD,7,10
FANTA BLACKCURRANT PET 2LTS,3,366.76880796976985,COCA COLA BEVERAGES KENYA LTD,7,10
KRAC KURLS 25G TANGY CHEESE,3,93.81484716157206,PROPACK KENYA LTD,7,10
FC 100G (30D) COLLAR BACON,3,430.4898122253296,FARMERS CHOICE LTD,7,10
OREO 26.25G ORIGINAL,3,106.26206896551724,HASBAH KENYA LTD CADBURY,7,10
JIAN 30 PACK YELLOW YOLK EGGS,2,786.1991320520768,JIAN CEREALS DEPOT,7,10
FESTIVE 300G 6S PREM SESSAME SLICED BURGER BUNS,4,416.0,DPL FESTIVE  LIMITED,7,10
DAIMA 200ML WHOLE MILK FINO TETRA 180DAYS,3,61.47055702917773,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,7,10
